Name,Rating,Review,Specification
ASUS VIVOBOOK X1502Z i5-12500H 12th GEN 8GB Ram 512GB SSD 15.6 FHD Display,0,0,Brand No Brand SKU 129153411_NP-1037166707 Display Size 15.6 Inch Operating System Windows CPU Cores Octa Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 12th
"Acer Aspire 5 / Ryzen7 5700U / 8GB RAM/512GB SSD / 15.6"" FHD / Win 11",0,0,Brand No Brand SKU 128901120_NP-1036788904 Display Size 15.6 Inch Operating System Windows 10 CPU Cores Octa Core Ram Memory 8GB Storage Capacity 512GB Processor Ryzen 7 Octa Core Generation Not Specified
"Lenovo Flex 7 Core i5 12th Gen/ 8GB RAM/512GBSSD/14"" 2.2K Display Touch 360/Touch Pen /Win 11",0,0,
"Lenovo V15 Ryzen 5 7520 8GB RAM 256GB SSD 15.6"" FHD Laptop",0,0,Brand No Brand SKU 128202112_NP-1035321203 Display Size 15.6 Inch Operating System DOS CPU Cores Ram Memory
Acer Aspire 3 AMD Ryzen 3-3250U 4GB Ram 256GB SSD AMD RADEON Window 10 15.6’’ HD Display,0,0,Brand No Brand SKU 119537010_NP-1032716139 Storage Capacity 256GB Ram Memory 4GB Display Size 15.6 Inch Operating System Windows Processor AMD Generation Not Specified CPU Cores Not Specified
HP 15-ef2126wm Ryzen5-5500U/8GB RAM/256GB SSD/15.6″ FHD Laptop,0,0,Brand No Brand SKU 112800749_NP-1030559917 Storage Capacity 256GB Ram Memory 8GB Display Size 15.6 Inch Operating System Windows 10 Generation 11th Processor AMD CPU Cores Not Specified
"Acer Extensa Laptop AMD Ryzen 5-7520U Quad-Core Processor (Windows 11 Home/8 (1*8) GB/512 GB SSD) EX215-23, 39.6 cm (15.6"") Full HD Display",0,0,Brand No Brand SKU 130001302_NP-1037872643 Display Size 15.6 Inch Operating System Windows CPU Cores Not Specified Ram Memory 8GB Storage Capacity 512GB Processor Ryzen 5 Generation Not Specified
"Dell Inspiron 3511 i5 11th Gen / Nvidia MX350 Graphics / 8GB RAM / 512GB SSD / 15.6"" FHD Display",0,0,Brand No Brand SKU 129888139_NP-1037752272 Display Size 15.6 Inch Operating System Windows CPU Cores Not Specified Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 11th
Lenovo Yoga Slim 7 Pro,0,0,Brand No Brand SKU 129445737_NP-1037436402 Display Size 14 Inch Operating System Windows CPU Cores Dual Core Ram Memory 16GB Storage Capacity 512GB Processor Intel Core i5 Generation 11th
Asus Exportbook B1402 I5/12th Gen/8GB RAM/512GB SSD/14FHD/Backlite Keyboard,0,0,Brand No Brand SKU 129367796_NP-1037382307 Display Size 14 Inch Operating System Windows CPU Cores Deca Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 12th
"Lenovo IdeaPad 3 2023 Intel Core i3-1215U, 6C (2P + 4E)- 8T / 8GB RAM / 256GB M.2 SSD / 14"" FHD display",0,0,
"Lenovo IP 3 14 Core i5 12th Gen/8GB/256SSD/14""FHD",0,0,Brand No Brand SKU 128910747_NP-1036841607 Display Size 14 Inch Operating System Windows CPU Cores Deca Core Ram Memory 8GB Storage Capacity 256GB Processor Intel Core i5 Generation 12th
Acer Travelmate P2 i5 12th Gen 1235U – 8GB DDR4 RAM – 512GB SSD – 14″ FHD Display – Intel UHD Graphics - Backlit Keyboard,0,0,Brand No Brand SKU 128842887_NP-1036793150 Display Size 14 Inch Operating System Windows CPU Cores Not Specified Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 12th
"Lenovo IdeaPad 3i Intel Core i3 11th Gen - 4GB RAM - 128GB SSD - Iris Xe Graphics - 15.6"" FHD Laptop - Windows 10 Home",0,0,Brand No Brand SKU 128839935_NP-1036796158 Display Size 15.6 Inch Operating System Windows 10 CPU Cores Dual Core Ram Memory 4GB Storage Capacity 128GB Processor Intel Core i3 Generation 11th
Asus Vivobook Tp470 With i3 11th Processor 14 Inch FHD X360 Tch Display 8GB RAM 256GB ROM,0,0,Brand No Brand SKU 128230162_NP-1035370223 Ram Memory 8GB Operating System Windows Generation 11th CPU Cores Not Specified Storage Capacity 256GB Touch Yes Display Size 14 Inch Processor Intel Core i3 Model No. Asus Vivobook Tp470
Acer Aspire 5 With i5 11th Gen Processor 15.6 Inch Full HD Display 8GB RAM 256GB/1TB ROM,0,0,Brand No Brand SKU 128219970_NP-1035358919 Ram Memory 8GB Operating System Windows Generation 11th CPU Cores Not Specified Storage Capacity 1TB Touch No Display Size 15.6 Inch Processor Intel® Core™ i5 Model No. Acer Aspire 5
Acer Aspire 3 A315 Ryzen 5-7520u 8GB RAM512GB SSD15.6″ Full HD Screen,0,0,
Dell Inspiron 13 7306 i5 11th Gen | 8GB Ram | 512GB SSD | Touch | Win10,0,0,Brand No Brand SKU 120232361_NP-1032836642 Battery Life 6-10 Hour Graphic Card Intel Integrated Ram Memory 8GB Operating System Windows 10 Generation 11th CPU Cores Quad Core Storage Capacity 512GB Touch Yes Storage Type SSD CPU Speed (GHz) 4-5 Ghz Display Size 13.3 Inch Wireless Connectivity WIFI + Bluetooth Graphics memory Integrated Graphics Card Processor Intel Core i5 Model No. Dell ins 7306
"Acer Aspire 5 14 2023 13th Gen i5 | 8GB RAM | 512GB SSD | 14"" WUXGA Display |",0,0,Brand No Brand SKU 129890462_NP-1037764004 Display Size 14 Inch Operating System Windows CPU Cores Not Specified Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation Not Specified
"Lenovo Flex 7 Core i5 12th Gen/ 8GB RAM/512GBSSD/14"" 2.2K Display Touch 360/Touch Pen /Win 11",0,0,Brand No Brand SKU 128924263_NP-1036848665 Display Size 14 Inch Operating System Windows CPU Cores Deca Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 12th
"Acer Aspire 5 2022 12th Gen i3 / 4GB RAM / 256GB SSD / 15.6"" FHD Display Backlight Keyboard",0,0,Brand No Brand SKU 128234554_NP-1035385483 Display Size 15.6 Inch Operating System DOS CPU Cores Not Specified Ram Memory 4GB Storage Capacity 256GB Processor Intel Core i3 Generation 12th
"ASUS E410M 14-inch HD 64GB SSD Intel Celeron N4020 (4GB RAM, Windows 10 Home S, HDMI, SD Card Reader) pink, E410MA-202.Blue (Renewed)",0,0,Brand No Brand SKU 129729552_NP-1037589947 Display Size 14 Inch Operating System Windows CPU Cores Not Specified Ram Memory 4GB Storage Capacity 64GB Processor Intel Generation Not Specified
"Asus Expertbook-B1402CB Intel Core I5 12th Gen 8GB Ram 512GB SSD 14.0""FHD Backlit Fingersensor",0,0,Brand No Brand SKU 129653579_NP-1037551351 Display Size 14.1 Inch Operating System Windows CPU Cores Not Specified Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 12th
"Acer Aspire 3 2023 Ryzen 5 7520U | 8GB RAM | 512GB SSD | 15.6"" FHD Display | 1 Year Warranty",0,0,Brand No Brand SKU 129280786_NP-1037306087 Display Size 15.6 Inch Operating System Windows CPU Cores Quad Core Ram Memory 8GB Storage Capacity 512GB Processor AMD Generation 12th
"ASUS Vivo Book X1402Z Core i5 12th Gen/8GB RAM/512 GB SSD/14"" FHD Display/Magic Numpad/ Win 11",0,0,Brand No Brand SKU 128898725_NP-1036843900 Display Size 14 Inch Operating System Windows CPU Cores Dodeca Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 12th
"Acer Aspire 3 15 Ryzen 5 7520U 2023 - 8GB DDR5 RAM- 512GB PCLe NVMe SSD - AMD Radeon Graphics - 15.6"" FHD Display - Silver",0,0,Brand No Brand SKU 128839902_NP-1036788533 Display Size 15.6 Inch Operating System Windows CPU Cores Quad Core Ram Memory 8GB Storage Capacity 512GB Processor AMD Generation Not Specified
Laptop Acer Aspire5 A515-56-39Q5 i3 11th Gen-4GB-1TB-,0,0,Brand No Brand SKU 128490142_NP-1035975948 Display Size 15.6 Inch CPU Cores Not Specified Ram Memory 4GB Storage Capacity 1TB Processor Intel Core i3 Operating System Windows 10 Generation 11th
Acer Nitro 5 i7 10th Gen 8GB Ram 512GB SSD GTX 1650TI 144hz,0,0,Brand No Brand SKU 128485254_NP-1035971909 Display Size 15.6 Inch Operating System Windows 10 CPU Cores Hexa Core Ram Memory 8GB Storage Capacity 512MB Processor Intel Core i7 Generation 10th
Dell Inspiron 7405 2in1 Touch Screen 360 Ryzen 5 4500U 8GB RAM/256GB SSD/14 Inch FHD/Win10 Home Laptop,0,0,Brand No Brand SKU 110322231_NP-1029889298 Graphic Card AMD Radeon Ram Memory 8GB Operating System Windows 10 Generation 10th CPU Cores Dual Core Storage Capacity 256GB Touch Pad Not Specified Display Size 14 Inch Graphics memory Not Specified Processor Ryzen 5
HP 15s-du2101TU,0,0,Brand No Brand SKU 105851260_NP-1027699998 Display Size 15.6 Inch Operating System Windows 10 CPU Cores Quad Core Ram Memory 8GB Storage Capacity 1TB + 256GB Processor Intel Core i5 Generation 10th
Lenovo Legion 5i Pro | Intel i7-12700H | 16 GB DDR5 RAM | 1 TB SSD | 16″ WQXGA resolution 2560 x 1600 pixels 165 Hz | RTX 3060 with 6 GB | Windows 11 Genuine |,0,0,Brand No Brand SKU 130040057_NP-1037906134 Display Size 15.6 Inch Operating System Windows RAM Memory 16GB storage_capacity_new 1TB Processor Intel Core i7 Generation 12th
Asus Vivobook14-i5-12Gen laptop-8GB-Ram-512GB SSD,0,0,Brand No Brand SKU 129213771_NP-1037236080 Display Size 14 Inch Operating System Windows CPU Cores Not Specified Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 12th
"Acer Aspire 5 A515-58P (Intel Core i5-1335U Processor | 8GB RAM | 512GB SSD | Intel Iris Xe Graphics | 15.6"" FHD Display)",0,0,Brand No Brand SKU 129075100_NP-1037178691 CPU Speed (GHz) 2-3GHz Wireless Connectivity WIFI + Bluetooth
Lenovo IdeaPad 3 / Ryzen 5 5500u /8gb DDR 4 Ram /256gb SSD/ 15.6 inch FHD Display,0,0,
Acer Aspire 3 I5-11th Gen-8GB RAM-512GB SSD -15.6FHD,0,0,Brand No Brand SKU 128105489_NP-1035182844 Storage Capacity 512GB Ram Memory 8GB Display Size 15.6 Inch Operating System Windows Generation 11th Processor Intel Core i5 CPU Cores Quad Core
"Dell Inspiron 14 2022 5425 Ryzen 5 5625U / 8GB RAM / 512GB SSD / Vega 8 / 14"" FHD display",0,0,
"Lenovo Yoga Slim Pro 14 Core i7 12th gen/16GB RAM/1TB SSD/14"" 2.8K OLED/ Win 11",0,0,
"Acer Aspire 5 2023 13th Gen i5 / 8GB RAM / 512GB SSD / 15.6"" FHD Display",0,0,Brand No Brand SKU 127791066_NP-1034729585 Display Size 15.6 Inch Operating System Windows CPU Cores Deca Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 13th
Ryzen 3 4GB128GB Laptop-Silver,0,0,Brand No Brand SKU 125679819_NP-1034079469 Display Size 14 Inch Operating System Windows CPU Cores Quad Core Ram Memory 4GB Storage Capacity 256GB Processor AMD Generation Not Specified
HP 14-cf2224nia Intel Core i5 10th Gen 4GB RAM 1TB HDD + 2 GB AMD Radeon™ 530 Graphics 14 Inches HD Display DOS,0,0,Brand No Brand SKU 125215471_NP-1033995720 Ram Memory 4GB Operating System DOS Generation 10th CPU Cores Not Specified Storage Capacity 1TB Display Size 14 Inch Processor Intel Core i5
"Dell Inspiron 3505 Ryzen 7 3700U / 8GB RAM / 512GB SSD / Vega 8/ 15.6"" FHD Display",0,0,Brand No Brand SKU 123279015_NP-1033493339 Storage Capacity 512GB Ram Memory 8GB Display Size 15.6 Inch Operating System Windows Processor Ryzen 7 Generation 11th CPU Cores Single Core
"Dell Inspiron 15 3511 (Intel core i5 - 1135G7 Processor | 8 GB RAM | 512GB SSD | NVIDIA MX350 Graphics | 15.6"" FHD Display)",0,0,Brand No Brand SKU 129732506_NP-1037603126 Display Size 15.6 Inch Operating System Windows CPU Cores Not Specified Ram Memory 8GB Storage Capacity 512GB Processor Intel Generation Not Specified
ACER NITRO 5 AMD Ryzen 5 6600H 8GB Ram 512GB SSD 15.6 FHD IPS 144Hz Slim Bezel Display NVIDIA GeForce RTX 3050TI 4GB Graphics,0,0,Brand No Brand SKU 129153784_NP-1037171710 Display Size 15.6 Inch Operating System Windows RAM Memory 8GB storage_capacity_new 512GB Processor Ryzen 5 Generation 13th
"Lenovo IdeaPad 3 2023 Intel Core i3-1215U, 6C (2P + 4E)- 8T / 8GB RAM / 512GB M.2 SSD / 14"" FHD display",0,0,
"Dell Vostro 3520 Core i5 12th Gen /8GB RAM/512GBSSD/15.6""FHD",0,0,Brand No Brand SKU 128845978_NP-1036800155 Display Size 15.6 Inch Operating System Windows CPU Cores Deca Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i5 Generation 12th
"GP66 Leopard 11UE (RTX3060, GDDR6 6GB)",0,0,Brand No Brand SKU 128489185_NP-1035976856 Display Size 15.6 Inch CPU Cores Not Specified Ram Memory Not Specified Storage Capacity Not Specified Processor Ryzen 7 Operating System Not Specified Generation Not Specified
Lenovo Flex 5 X360 Touch With Intel i7 11th Processor 15.6 Inch Full HD IPS Display 16GB RAM 512GB ROM,0,0,Brand No Brand SKU 128224613_NP-1035362429 Ram Memory 16GB Operating System Windows Generation 11th CPU Cores Quad Core Storage Capacity 512GB Touch Yes Display Size 15.6 Inch Processor Intel Core i7 Model No. Lenovo Flex 5
"HP Envy x360 14 i7 13th Gen / 16GB RAM / 1TB SSD / 14"" FHD 360 TouchScreen Display",0,0,Brand No Brand SKU 128025228_NP-1035072535 Storage Capacity 512GB Ram Memory 8GB Display Size 15.6 Inch Operating System Windows Processor Intel Core i7 Generation 13th CPU Cores Deca Core
"Acer Aspire 3 2023 13th Gen i3 / 4GB RAM / 256GB SSD / 14"" FHD Display",0,0,Brand No Brand SKU 128013132_NP-1035050891 Storage Capacity 256GB Ram Memory 4GB Display Size 14 Inch Operating System Windows Processor Core i3 Generation 13th CPU Cores Octa Core
"Acer Aspire 5 2021 11th Gen I3 / 4GB RAM / 1TB HDD / 15.6"" HD Display",0,0,Brand No Brand SKU 123292076_NP-1033499206 Storage Capacity 1TB Ram Memory 4GB Display Size 15.6 Inch Operating System Windows Generation 11th Processor Intel Core i3 CPU Cores Dual Core
"Dell Vostro 3510 i3 11th Gen / 4GB RAM / 1TB HDD / 15.6"" HD Display",0,0,Brand No Brand SKU 113914451_NP-1030986229 Storage Capacity 1TB Ram Memory 4GB Display Size 15.6 Inch Operating System Not Specified Processor Intel Generation Not Specified CPU Cores Not Specified
"Acer Aspire 3 intel core i5 11th gen 8GB RAM 256GB SSD Nvdia MX350 2GB Graphics 15.6"" FHD Display",0,0,Brand No Brand SKU 129829582_NP-1037683681 CPU Speed (GHz) 2-3GHz Wireless Connectivity WIFI + Bluetooth Display Size 15.6 Inch Operating System Windows CPU Cores Quad Core Ram Memory 8GB Camera Front (Megapixels) 6-10 MP Model No. Aspire 3 A315 Touch Pad Yes Input Output ports USB 3.0 AC Adapter Yes Graphic Card NVIDIA Battery Life 6-10 Hour Storage Capacity 256GB Processor Intel Core i5 Storage Type SSD Touch No Graphics memory 2GB
Dell Inspiron 16 5635 - Ryzen 7 7730U,0,0,Brand No Brand SKU 129446732_NP-1037440447 Display Size 15.6 Inch Operating System Windows CPU Cores Dual Core Ram Memory 16GB Storage Capacity 512GB Processor Ryzen 7 Generation Not Specified
ASUS VIVOBOOK Z1504Z i7-1206P 8GB Ram 512GB SSD 14inch FHD Display,0,0,Brand No Brand SKU 129150798_NP-1037163900 Display Size 14 Inch Operating System Windows CPU Cores Dodeca Core Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i7 Generation 12th
"Lenovo V15 Laptop/ Celeron/ 4GBRAM/256GB SSD/15.6""",0,0,Brand No Brand SKU 128898724_NP-1036843895 Display Size 15.6 Inch Operating System Windows CPU Cores Dual Core Ram Memory 4GB Storage Capacity 256MB Processor Intel Celeron Generation 10th
"Lenovo Thinkpad L14 Core i5 11th Gen/ 32 GB RAM / 1TB SSD Nvme/14"" FHD IPS/Backlit keyboard/Win 11 Professional Genuine",0,0,
"Lenovo ThinkPad E16 Ryzen 5 7530U (6 Cores)/ 16GB RAM/ 512GB SSD/16"" FHD IPS/Backlit Keyboard/ Win 11 Professional",0,0,
HP Notebook 15S FQ5022NE (Intel Core i5 - 1235U Processor | 8GB RAM | 512GB SSD,0,0,Brand No Brand SKU 129619663_NP-1037529385 CPU Speed (GHz) 4-5 Ghz Wireless Connectivity WIFI + Bluetooth Display Size 15.6 Inch Operating System Windows CPU Cores Hexa Core Ram Memory 8GB Camera Front (Megapixels) Model No.
Laptop Acer Aspire 3 A315-56-53WP i5 10th Gen-4GB-1TB,0,0,Brand No Brand SKU 128486236_NP-1035976858 Display Size 15.6 Inch Operating System Windows 10 CPU Cores Hexa Core Ram Memory 4GB Storage Capacity 1TB Processor Intel Core i5 Generation 10th
HP Envy 13 Core i7 11thGen 8GB Ram 512 GB SSD Iris XE Graphic 13.3’’ FHD 360 degree Touch Display,0,0,Brand No Brand SKU 119732895_NP-1032752321 Storage Capacity 8GB Ram Memory 8GB Display Size 13.3 Inch Operating System Windows Processor Intel Core i7 Generation 11th CPU Cores Quad Core
Lenovo Ideapad L340-15API AMD R3 3200U 4GB RAM 1TB AMD Radeon 15.6” FHD Display,0,0,Brand No Brand SKU 119726780_NP-1032753278 Storage Capacity 1TB Ram Memory 4GB Display Size 15.6 Inch Operating System Windows 10 Generation Not Specified Processor AMD CPU Cores Quad Core
"Dell Vostro 15 3520 i5 12th Gen | Nvidia MX550 | 8GB RAM | 512GB SSD | 15.6"" FHD display | Black Color",0,0,
Acer TravelMate Spin B3 Celeron 4GB RAM 128Gb SSD 12inch Display,0,0,Brand No Brand SKU 128490149_NP-1035974953 Display Size Not Specified Operating System Windows 10 CPU Cores Quad Core Ram Memory 4GB Storage Capacity 128GB Processor Intel Celeron Generation Not Specified
"HP Envy x360 13M i7 11th Gen 8Gb Ram 512Gb Ssd 13.3"" OLED 360 TouchScreen Display",0,0,Brand No Brand SKU 128489192_NP-1035976864 Display Size 13.3 Inch Operating System Windows 10 CPU Cores Not Specified Ram Memory 8GB Storage Capacity 512GB Processor Intel Core i7 Generation 11th
"Acer Swift 3 Ryzen 3 5300U / AMD Vega 8 / 8GB RAM / 256GB SSD / 14"" FHD Display",0,0,Brand No Brand SKU 128217613_NP-1035354359 Storage Capacity Ram Memory
HP Elitebook 835 G8 AMD Ryzen 7 PRO 16GB RAM 512GB SSD,0,0,Brand No Brand SKU 128125039_NP-1035261677 Display Size 13.3 Inch Operating System Windows 10
Acer Predator Helios 300 I7 10Th Gen 8 Gb Ram/ 1 Tb Ssd/ Rtx 3060,0,0,Brand Acer SKU 125803498_NP-1034096885 Display Size 15.6 Inch CPU Cores Octa Core Ram Memory 8GB Storage Capacity 1TB Processor Intel Core i7 Operating System Windows Generation 10th
HP 15-ef2126wm Ryzen5-5500U/8GB RAM/256GB SSD/15.6″ Full HD,0,0,Brand No Brand SKU 122391240_NP-1033266288 Battery Life 6-10 Hour Ram Memory 8GB Graphic Card AMD Operating System Windows 10 Generation Not Specified CPU Cores Quad Core Storage Capacity 256GB Storage Type SSD Display Size 14 Inch Wireless Connectivity WIFI + Bluetooth AC Adapter Yes Graphics memory 2GB Processor Ryzen 5
"Dell Vostro 3510 i3 11th Gen / 4GB RAM / 1TB HDD / 15.6"" HD Display",0,0,Brand No Brand SKU 118180885_NP-1032394546 Storage Capacity 1TB Ram Memory 4GB Display Size 15.6 Inch Operating System Windows Processor Intel Core i3 Generation 11th CPU Cores Not Specified
"Dell Latitude 3410 i5 10th Gen 4GB RAM 1 TB HDD 14""",0,0,Brand No Brand SKU 105134762_NP-1026786142 Ram Memory 4GB Graphic Card Integrated Operating System Windows Generation 10th CPU Cores Single Core Storage Capacity 1TB Touch Pad Yes Camera Front (Megapixels) Below 5 MP Display Size 14 Inch Wireless Connectivity WIFI + Bluetooth Graphics memory Not Specified Processor Intel Core i5 Model No. Latitude 3410
"HP EliteBook 845 G8 Ryzen 5 Pro 5650U/16GB RAM/ 512GB SSD/14"" FHD IPS/Backlit Keyboard/ Win 11 Pro Genuine (Business Series)",0,0,
"Acer Aspire 5 i5 13th Generation 2023 - 8GB DDR5 RAM - 512GB NVMe SSD - Intel iris Xe Graphics - 15.6"" FHD Display - Steel Grey",0,0,
HP Pavilion x360 intel i5-1235U 12th GEN 8GB Ram 256GB SSD Touch screen 14.0 FHD Display Finger Print Reader,0,0,Brand No Brand SKU 129158293_NP-1037177330 Display Size 14 Inch Operating System Windows CPU Cores Octa Core Ram Memory 8GB Storage Capacity 256GB Processor Intel Core i5 Generation 12th
"ASUS TUF Gaming A15 (2023) FA507NU - 7TH, AMD Ryzen™ 7 7735HS, 8 GB RAM, 512GB SSD, NVIDIA® GeForce RTX™ 4050, 15.6-inch FHD 144 Hz Display, Win 11, // Nagmani International",0,0,Brand No Brand SKU 128941731_NP-1036904384 Display Size 15.6 Inch Operating System Windows RAM Memory 8GB storage_capacity_new 512GB Processor Ryzen 7 Generation 7th
Lenovo IdeaPad 1 With Ryzen 3 7320U Processor 14 Inch FHD Display 4GB RAM 256GB ROM,0,0,Brand No Brand SKU 128224608_NP-1035357856 Ram Memory 4GB Operating System Windows Generation Not Specified CPU Cores Not Specified Storage Capacity 256GB Touch No Display Size 14 Inch Processor Ryzen 3 Quad Core Model No. Lenovo IdeaPad 1
"Dell Alienware M15 R6 i7 11800H / RTX 3070 GDDR6 / 32GB RAM / 1TB SSD / 15.6"" QHD 240Hz Display",0,0,Brand No Brand SKU 127996435_NP-1035036885 Storage Capacity 1TB Ram Memory 8GB Display Size 15.6 Inch Operating System Windows 10 Processor Intel Generation 10th CPU Cores Quad Core
"Acer Swift 5 SF514- 56T 2022 Intel i7 12Th Gen / 16GB RAM / 1TB SSD / 14"" WQXGA Touchscreen display / Backlight Keyboard",0,0,Brand No Brand SKU 127992944_NP-1035040702 Storage Capacity 1TB Ram Memory 16GB Display Size 14 Inch Operating System Windows Generation 12th Processor Intel Core i7 CPU Cores Not Specified
